total,bed,bath,square,lot,price,type,built,garage,address,city,state,zip,elementary school,middle school,high school,Collateral,CoreLogic,Quantarium
"1,195,000",3,2.5,1636,856,730,Townhome,1981,2 Cars,2110 Rancho McCormick Blvd,Santa Clara,CA,95050,6,5,4,$1135000 $878798 $1095223,$1186100 $851400 $1196500,$1111190 $834582 $1028644
"1,057,000",3,2.5,1424,911,742,Townhome,1997,2 Cars,1690 Civic Center Dr Apt 601,Santa Clara,CA,95050,6,5,4,$1006000 $830197 $1034653,$1049400 â€” â€” $966000,$1078904 $762782 $940147
"1,199,000",2,2,1700,1312,705,Townhome,1981,2 Cars,554 Los Olivos Dr,Santa Clara,CA,95050,5,6,7,$1150000 $940943 $1172673,$1172700 $878100 $1023300,$998175 $793840 $978427
"1,199,000",3,2.5,1855,2079,646,Townhome,1981,2 Cars,173 Saratoga Ave,Santa Clara,CA,95050,8,5,5,$1261000 $977593 $1218349,$1218300 $1002100 $1226400,$1060564 $880345 $1085047
"1,299,000",3,2.5,2088,2313,622,Townhome,1979,2 Cars,2451 Golf Links Cir,Santa Clara,CA,95050,5,6,7,$1241000 $1001495 $1248137,$1300100 $808100 $1342800,$1301887 $990714 $1221080
"1,325,000",3,2,1825,3648,726,Condo,1979,2 Cars,2494 Golf Links Cir,Santa Clara,CA,95050,5,6,7,$1307000 $1042128 $1298778,$1310000 $1028100 $1342200,$1327032 $970290 $1195907
"1,625,000",4,2.5,2500,3757,650,Single Family Home,1999,2 Cars,1453 Franklin St,Santa Clara,CA,95050,6,6,5,$1705000 $1405439 $1751562,$1661600 $1350000 $1654000,$1673666 $1015670 $1251839
"1,399,000",4,3,1522,5000,919,Single Family Home,1947,2 Cars,1119 Reed St,Santa Clara,CA,95050,6,5,4,$1032000 $836571 $1042597,$1418500 $730000 $1265100,$1383059 $970567 $1196248
"1,239,000",3,2,1362,5670,910,Single Family Home,1950,1 Car,731 Enright Ave,Santa Clara,CA,95050,6,5,6,$1267000 $998308 $1244165,$1238200 $900500 $1313300,$1211537 $894561 $1102569
"1,049,000",2,1,1184,5830,886,Single Family Home,1950,1 Car,742 Enright Ave,Santa Clara,CA,95050,6,5,6,$1107000 $905090 $1127990,$1047100 $841100 $1216400,$1134880 $776477 $957027
"1,249,950",3,2.5,1342,5848,931,Single Family Home,1946,2 Cars,1840 Catherine St,Santa Clara,CA,95050,6,5,6,$1078000 $851709 $1061463,$1237100 $889600 $1246000,$1241919 $932956 $1149892
"1,750,000",4,2,1909,5940,917,Single Family Home,1950,2 Cars,2326 Warburton Ave,Santa Clara,CA,95050,5,6,4,$1690000 $1360822 $1695957,$1726600 $750300 $1730800,$1722467 $1219316 $1502837
"1,099,000",2,2,985,6019,"1,116",Single Family Home,1954,1 Car,2090 Main St,Santa Clara,CA,95050,6,5,4,$878000 $697143 $868831,$1018500 $724300 $1057700,$1045991 $757143 $933197
"1,048,000",3,2,1053,6127,995,Single Family Home,1954,1 Car,2346 Castro Pl,Santa Clara,CA,95050,5,6,4,$919000 $806295 $1004865,$1130700 $781500 $1083300,$1176594 $825988 $1055654
"1,300,000",3,2,1512,6389,860,Single Family Home,1920,,1161 Monroe St,Santa Clara,CA,95050,6,7,5,$1157000 $827807 $1031674,$1322400 $778400 $1132700,$1326941 $830681 $1023835
"999,950",2,1,1077,6431,928,Single Family Home,1881,,1270 Washington St,Santa Clara,CA,95050,6,7,5,$846000 $694752 $865852,$894400 $670700 $886900,$920385 $627375 $773255
"970,000",2,1,990,6434,980,Single Family Home,1947,2 Cars,546 Saratoga Ave,Santa Clara,CA,95050,6,5,6,$1194000 $984764 $1227285,$994500 $766400 $1128400,$1090790 $758534 $934913
"1,049,000",3,1,1027,6449,"1,021",Single Family Home,1889,2 Cars,1309 Alviso St,Santa Clara,CA,95050,6,7,5,$859000 $803108 $1000893,$975900 $669800 $1056000,$1120468 $732811 $903208
"1,290,000",3,1.5,1330,6531,970,Single Family Home,1954,2 Cars,2368 Benton St,Santa Clara,CA,95050,5,6,6,$1234000 $1058860 $1319629,$1460100 $855500 $1515900,$1507030 $937538 $1353021
"1,688,888",4,3,2251,6541,750,Single Family Home,1954,2 Cars,335 Pineview Dr,Santa Clara,CA,95050,6,5,7,$1444000 $1211036 $1509283,$1770600 $1119700 $1587900,$1813337 $1142187 $1655289
"1,399,999",5,,2248,6617,623,Multi-Family Home,1953,,1657 Santa Clara St,Santa Clara,CA,95050,6,6,5,$1086000 $1156061 $1440769,,
"1,449,800",4,2,1854,7135,782,Single Family Home,1956,2 Cars,758 Los Olivos Dr,Santa Clara,CA,95050,5,6,6,$1562000 $1110648 $1384171,$1582500 $1080100 $1471000,$1491782 $1042708 $1509959
"1,069,900",3,1,1021,7260,"1,048",Single Family Home,1951,2 Cars,1651 Cunningham St,Santa Clara,CA,95050,5,6,4,$999000 $832587 $1037632,$1162500 $807500 $1146700,$1236846 $971155 $1196973
"1,699,948",4,2,1810,7386,939,Single Family Home,1954,2 Cars,1142 Maryann Dr,Santa Clara,CA,95050,5,6,6,$927000 $770442 $960182,$1627100 $879700 $962100,$1667131 $780049 $961431
"718,000",3,1,1324,7700,618,Single Family Home,1905,,1765 Market St,Santa Clara,CA,95050,6,6,5,$1134000 $878001 $1094230,$1124000 $795900 $1233000,$1060810 $798832 $984581
"1,475,000",3,1.5,1685,10018,875,Single Family Home,1950,2 Cars,1835 Woodland Ave,Santa Clara,CA,95050,6,5,7,$1417000 $1166419 $1453678,$1637500 $983400 $1435500,$1361488 $1010993 $1246074
"850,000",2,1.5,1267,,671,Condo,2016,1 Car,2815 Newhall St,Santa Clara,CA,95050,6,5,7,$777000 $669257 $834077,,$840548 $613781 $848433
"495,000",1,1,653,,758,Condo,1972,1 Car,1700 Civic Center Dr Apt 513,Santa Clara,CA,95050,6,5,4,$491000 $390400 $486545,$505800 $350800 $535300,$511008 $406569 $501106
"499,000",1,1,624,,800,Condo,2007,,2380 Homestead Rd Unit 3103,Santa Clara,CA,95050,5,6,6,$639000 $468480 $583854,$617200 $457900 $548700,$443410 $326090 $401914
"1,050,000",4,2.5,1476,654,711,Townhome,1963,,3435 Benton St,Santa Clara,CA,95051,6,6,4,$1121000 $752843 $969168,$1108600 $649800 $1177700,$1045398 $965010 $1121622
"819,000",2,1,947,969,865,Condo,1963,,1120 Pomeroy Ave,Santa Clara,CA,95051,6,6,4,$745000 $548746 $706425,$741200 $515800 $846900,$649080 $500116 $642511
"874,999",2,2.5,893,1201,980,Townhome,1996,,801 Woodhams Oaks Pl,Santa Clara,CA,95051,9,6,6,$910000 $569679 $733373,$853900 $543700 $831000,$848345 $709461 $824600
"1,499,888",3,3.5,1820,1579,824,Townhome,2015,2 Cars,2940 Via Torino,Santa Clara,CA,95051,9,6,6,$1429000 $1152067 $1483107,,$1525900 $1246670 $1448993
"949,999",3,3,1197,1608,794,Single Family Home,1971,2 Cars,2420 S Park Ln,Santa Clara,CA,95051,7,6,6,$905000 $707239 $910460,$944800 $689300 $890000,$969301 $746244 $867352
"1,150,000",2,2,954,1933,"1,205",Townhome,1971,2 Cars,2939 McKinley Dr,Santa Clara,CA,95051,7,9,8,$1092000 $604069 $777645,$1104200 $724200 $944000,$1171523 $617741 $717995
"1,499,000",4,3.5,1993,2047,752,Single Family Home,2009,2 Cars,1555 Farmer Pl,Santa Clara,CA,95051,6,6,4,$1588000 $1173747 $1511017,$1541200 $1048100 $1576800,$1529458 $1225312 $1424169
"1,448,000",4,4,1998,2244,725,Single Family Home,2009,2 Cars,3585 Druffel Pl,Santa Clara,CA,95051,6,6,4,$1590000 $1175243 $1512942,$1459200 $1213100 $1596800,$1477421 $1225926 $1424883
"1,125,000",3,2.5,1630,2573,690,Townhome,1974,2 Cars,2911 Salem Dr,Santa Clara,CA,95051,5,6,7,$1041000 $796204 $1024989,$1116300 $809700 $1195100,$1136700 $991979 $1152969
"1,124,888",3,2.5,1630,2573,690,Townhome,1974,2 Cars,2980 Salem Dr,Santa Clara,CA,95051,5,6,7,$1117000 $812652 $1046163,$1262300 $758600 $1291600,$1080009 $968119 $1125236
"679,000",2,1.5,954,2613,712,Condo,1964,,831 Pomeroy Ave Unit 3,Santa Clara,CA,95051,7,6,6,$609000 $662483 $600557,$669600 $362760 $643000,$650443 $703917 $612717
"1,748,000",4,2.5,1931,3743,905,Single Family Home,2015,2 Cars,925 Peppertree Ln,Santa Clara,CA,95051,9,6,6,$1731000 $1258975 $1620735,,$1750688 $1378093 $1718053
"1,798,000",3,2,1683,5315,"1,068",Single Family Home,1954,1 Car,3070 Adams Way,Santa Clara,CA,95051,7,9,8,$1636000 $1266451 $1630359,$1779800 $1209000 $1589300,$1427737 $1305636 $1417046
"1,198,000",3,2,1474,5743,813,Single Family Home,1964,2 Cars,2090 Del Monte Ave,Santa Clara,CA,95051,6,7,7,$1542000 $1114686 $1434985,$1460200 $976200 $1342500,$1494402 $1214889 $1412054
"1,850,000",4,2,1777,5916,"1,041",Single Family Home,1954,2 Cars,1734 Pomeroy Ave,Santa Clara,CA,95051,6,7,7,$1731000 $1279160 $1646720,$1668700 $1026800 $1601400,$1569800 $1208570 $1404709
"1,798,000",3,3,1826,6000,985,Single Family Home,1957,2 Cars,3292 Geneva Dr,Santa Clara,CA,95051,7,9,8,$1890000 $1282898 $1651532,$1903900 $1179500 $1894400,$1897239 $1356035 $1657369
"1,895,000",3,2,1420,6000,"1,335",Single Family Home,1956,2 Cars,3511 Tracy Dr,Santa Clara,CA,95051,7,9,8,$1645000 $1277665 $1644795,$1675600 $1212600 $1728000,$1634763 $1376016 $1681074
"1,298,000",3,2,1166,6236,"1,113",Single Family Home,1955,2 Cars,961 Las Palmas Dr,Santa Clara,CA,95051,9,6,6,$1230000 $902365 $1161655,$1336600 $863400 $1217900,$1302029 $1001062 $1163526
"1,648,000",3,2,1147,6310,"1,437",Single Family Home,1956,2 Cars,3762 Carlysle Ave,Santa Clara,CA,95051,7,6,9,$1634000 $1349436 $1737189,$1725000 $1173000 $1731900,$1860737 $1187392 $1469139
"1,650,000",4,2,1418,6465,"1,164",Single Family Home,1961,2 Cars,662 Briarcliff Ct,Santa Clara,CA,95051,5,6,7,$1603000 $1081044 $1391676,$1640200 $1169200 $1630700,$1576380 $1162661 $1351350
"1,749,000",4,2,1700,6555,"1,029",Single Family Home,1963,2 Cars,3271 Catalina Ave,Santa Clara,CA,95051,4,6,6,$1667000 $1183466 $1523529,$1653100 $1117900 $1335300,$1665829 $1353925 $1573654
"999,000",3,1,897,6629,"1,114",Single Family Home,1955,1 Car,3279 Agate Dr,Santa Clara,CA,95051,6,6,7,$949000 $711725 $916235,$989400 $772900 $903700,$1019298 $895594 $1040941
"1,549,000",6,3,2265,6709,,Single Family Home,1963,2 Cars,965 Pomeroy Ave,Santa Clara,CA,95051,4,6,6,$1707000 $1261218 $1623622,$1750600 $1235800 $1779100,$1686459 $1336596 $1677733
"1,688,000",3,2,1388,6709,"1,216",Single Family Home,1963,2 Cars,3887 Kensington Ave,Santa Clara,CA,95051,7,6,9,$1770000 $1369621 $1763174,$1821000 $1390500 $1804200,$1841678 $1475102 $1714497
"1,898,888",6,3,2072,6769,916,Single Family Home,1961,2 Cars,3836 Dunford Way,Santa Clara,CA,95051,7,6,9,$1957000 $1446625 $1862305,$1940000 $1525100 $1878100,$1794230 $1413778 $1705030
"1,378,000",3,1.5,1500,6838,919,Single Family Home,1958,2 Cars,3485 Pruneridge Ave,Santa Clara,CA,95051,5,6,7,$1763000 $1329250 $1711203,$1596400 $1032900 $1572900,$1620302 $1260406 $1464958
"1,695,000",3,2,1321,7467,"1,283",Single Family Home,1956,2 Cars,230 Calvert Ct,Santa Clara,CA,95051,7,9,8,$1609000 $1299346 $1672706,$1758800 $1310800 $1622700,$1831472 $1256700 $1460650
"2,198,000",5,3,2539,8050,866,Single Family Home,1976,2 Cars,2682 Estella Dr,Santa Clara,CA,95051,7,9,8,$2088000 $1744174 $2245353,$2175100 $1586100 $2049800,$2242661 $1674049 $1945732
"1,850,000",5,,1776,8406,"1,042",Multi-Family Home,1973,3 Cars,3772/3774 Poinciana Dr,Santa Clara,CA,95051,6,7,7,$1542000 $1238789 $1594749,$1356600 $1020600 $1327800,$1556137 $1113986 $1294776
"1,998,888",5,3,2229,9360,897,Single Family Home,1960,2 Cars,467 Bancroft St,Santa Clara,CA,95051,5,6,7,$1816000 $1353174 $1742001,$1974300 $1587500 $1914900,$2039503 $1617240 $1762347
"1,150,000",3,2,1325,,868,Condo,1963,,3309 Benton St,Santa Clara,CA,95051,6,6,4,$943000 $675839 $870038,$980800 $684100 $1078500,$965883 $788828 $916847
"799,950",2,2,1041,,768,Condo,1986,2 Cars,1903 Miraplaza Ct Apt 16,Santa Clara,CA,95051,7,6,7,$786000 $589117 $758396,$775400 $566500 $825200,$850641 $592074 $778230
"886,000",2,2,1006,,881,Condo,2016,1 Car,2585 El Camino Real Apt 202,Santa Clara,CA,95051,7,6,5,$826000 $703301 $856564,$884100 $630000 $862100,$867546 $631395 $773212
"495,000",1,1,680,,728,Condo,1971,,3033 Kaiser Dr Unit H,Santa Clara,CA,95051,9,6,6,$409000 $285587 $367649,$485700 $389600 $493900,$441886 $408930 $475296
"388,000",1,1,622,,624,Condo,1971,,980 Kiely Blvd Unit 225,Santa Clara,CA,95051,9,6,6,$421000 $313249 $403259,$408200 $358300 $456800,$403512 $391984 $455599
"1,149,000",3,2.5,1726,948,666,Townhome,2005,,4465 Lafayette St,Santa Clara,CA,95054,,6,6,$1207000 $909707 $1152332,$1167500 $1005000 $1345700,$1173504 $1008386 $1267025
"699,800",2,1.5,1108,978,632,Townhome,1978,,4942 Calle De Escuela,Santa Clara,CA,95054,5,6,4,$790000 $578111 $732297,$747300 $567700 $796900,$708007 $559843 $668661
"1,398,000",3,2.5,1894,1245,738,Townhome,2003,2 Cars,4382 Headen Way,Santa Clara,CA,95054,,6,6,$1340000 $1006422 $1274842,$1395600 $1145200 $1445200,$1399011 $1058362 $1347628
"1,299,800",3,2.5,1700,1299,765,Townhome,2005,2 Cars,4519 Laird Cir,Santa Clara,CA,95054,,6,6,$1300000 $897345 $1136673,$1368400 $1104100 $1362200,$1261369 $1018427 $1253300
"949,000",4,2.5,1800,2121,527,Townhome,1973,2 Cars,2388 Shoreside Ct,Santa Clara,CA,95054,5,6,4,$1047000 $816627 $1034428,$1040700 $830800 $1082500,$1140810 $880852 $1216504
"1,488,000",3,2.5,1667,2516,893,Single Family Home,1998,2 Cars,4621 Cheeney St,Santa Clara,CA,95054,5,6,4,$1237000 $930795 $1179045,$1408200 $1016000 $1419900,$1414173 $1001639 $1242513
"1,899,000",4,2.5,2331,3392,815,Single Family Home,2004,2 Cars,947 Garrity Way,Santa Clara,CA,95054,,6,6,$1919000 $1370741 $1736328,$1931000 $1510600 $1833000,$1748025 $1252452 $1495895
"1,318,000",4,2,1527,7407,863,Single Family Home,1960,2 Cars,1481 Nelson Ct,Santa Clara,CA,95054,6,5,4,$943000 $675554 $855729,$1141900 $827900 $1060000,$1283979 $935356 $1117164
"1,995,000",10,,4388,8589,455,Multi-Family Home,1963,,1040 Clyde Ave,Santa Clara,CA,95054,6,5,4,$2007000 $1441278 $1825677,,$2076536 $1675495 $2001166
"899,800",3,2,1361,,661,Condo,2006,2 Cars,1883 Agnew Rd Unit 436,Santa Clara,CA,95054,,6,6,$936000 $704641 $892574,$1005600 $818600 $975900,$990432 $795099 $971724
"728,888",2,2,1092,,667,Condo,1982,2 Cars,2200 Agnew Rd Apt 223,Santa Clara,CA,95054,5,6,4,$751000 $541752 $686241,$732600 $586500 $755000,$744432 $630072 $777995
"799,000",2,2,1070,,747,Condo,2006,2 Cars,1883 Agnew Rd Unit 252,Santa Clara,CA,95054,,6,6,$704000 $504665 $639263,$805300 $637300 $744100,$816039 $646045 $805049
"759,759",1,1,900,,844,Condo,2005,1 Car,3901 Lick Mill Blvd Apt 215,Santa Clara,CA,95054,6,5,4,$743000 $551932 $699137,$770900 $575200 $788900,$774161 $581105 $784917
"498,888",1,1,816,,611,Condo,1982,1 Car,2200 Agnew Rd Apt 106,Santa Clara,CA,95054,5,6,4,$522000 $415222 $525964,$506500 $418700 $632700,$505886 $493572
"1,149,000",3,2.5,1310,6415,877,Single Family Home,1959,2 Cars,1424 Maryann Dr,Santa Clara,CA,95050,5,6,6,$1150000 $956878 $1192532,$1334400 $940800 $1318500,$1232369 $948136 $1168601
"1,598,889",3,2,1654,5680,967,Single Family Home,1957,2 Cars,2495 Ramke Pl,Santa Clara,CA,95050,5,6,7,$1518000 $1215817 $1515240,$1420800 $1041500 $1446700,$1444148 $1078990 $1381447
"1,250,000",3,3.5,1853,1742,675,Townhome,2009,2 Cars,1670 Avina Cir Unit 1,Santa Clara,CA,95054,6,6,,$1222000 $923523 $1169833,$1272200 $1031100 $1287200,$1270770 $926004 $1105994
"1,099,000",2,1,1040,5250,"1,057",Single Family Home,1920,1 Car,1411 Jackson St,Santa Clara,CA,95050,6,7,5,$945000 $782393 $975076,$1120500 $633100 $1073300,$1216869 $844164 $1040454
"998,000",2,1,908,5246,"1,099",Single Family Home,1925,,630 Park Ct,Santa Clara,CA,95050,6,7,5,$989000 $701126 $873795,$1072400 $779000 $1071700,$1123029 $718788 $1007594
"1,598,889",3,2,1654,5680,967,Single Family Home,1957,2 Cars,2495 Ramke Pl,Santa Clara,CA,95050,5,6,7,$1518000 $1215817 $1515240,$1420800 $1041500 $1446700,$1444148 $1078990 $1381447
"1,250,000",3,3.5,1548,730,807,Townhome,2010,,1797 Hillebrant Pl,Santa Clara,CA,95050,6,5,4,$1189000 $921822 $1148842,$1369800 $894600 $1352100,$1323251 $890766 $1172638
"649,000",1,1,931,,697,Condo,1985,1 Car,880 N Winchester Blvd Apt 204,Santa Clara,CA,95050,6,6,5,$598000 $527438 $657332,$723500 $441800 $719700,$731575 $636366 $784337$1698000
"1,698,000",4,3,1920,6178,884,Single Family Home,1961,2 Cars,648 Cambridge Dr,Santa Clara,CA,95051,5,6,7,$1638000 $1040673 $1339705,$1748600 $1217800 $1720700,$1708648 $1309058 $1521506
"1,198,000",3,2,1474,5743,813,Single Family Home,1964,2 Cars,2090 Del Monte Ave,Santa Clara,CA,95051,6,7,7,$1542000 $1114686 $1434985,$1460200 $976200 $1342500,$1494402 $1214889 $1412054
"1,290,000",3,1.5,1330,6531,970,Single Family Home,1954,2 Cars,2368 Benton St,Santa Clara,CA,95050,5,6,6,$1234000 $1058860 $1319629,$1460100 $855500 $1515900,$1507030 $937538 $1353021
